THU;WS1415;FB14;2331;39238;36972;309;3029
BAW;SS15;FB02;2017;42846;41453;302;2673
BAW;WS1617;FB02;1653;41864;41793;276;3048
BAY;SS16;FB02;2024;40946;39426;316;2857
BAY;SS18;FB02;2212;41894;35022;277;3029
BAY;SS17;FB02;2035;40899;44125;281;2790
BAY;WS1516;FB02;2114;43341;39855;308;2810
BAY;WS1415;FB02;2175;41094;39843;289;2939
BAY;WS1718;FB02;2023;40399;35490;296;2569
BAY;WS1617;FB02;1908;42438;42244;296;3350
BER;SS16;FB02;2297;43099;36493;300;3044
BER;SS15;FB02;2328;43413;35318;276;3356
BER;SS18;FB02;2067;37507;43590;295;3331
BER;SS17;FB02;1982;42653;37684;277;3191
BER;WS1516;FB02;1873;35569;41302;306;2899
BER;WS1415;FB02;2040;43090;44106;306;2785
BER;WS1718;FB02;1925;41982;42312;324;3121
BER;WS1617;FB02;2040;36109;44262;299;2956
BRA;SS16;FB02;1852;36848;41427;313;2641
BRA;SS15;FB02;1757;43400;44612;306;3005
BRA;SS18;FB02;1963;36254;35034;286;2558
BRA;SS17;FB02;2277;35668;37602;324;3262
BRA;WS1516;FB02;1985;44318;35234;311;3097
BRA;WS1415;FB02;2201;37099;36991;303;3439
BRA;WS1718;FB02;2274;38853;39502;313;2621
BRA;WS1617;FB02;1833;38005;38601;307;2964
BRE;SS16;FB02;1708;40818;44406;295;2611
BRE;SS15;FB02;1979;42989;35042;284;2858
BRE;SS18;FB02;2016;37417;41941;277;2868
BRE;SS17;FB02;2121;43743;36962;310;3353
BRE;WS1516;FB02;1858;40237;38640;276;3089
BRE;WS1415;FB02;2030;43198;44030;297;3435
BRE;WS1718;FB02;1781;37629;36735;312;3369
BRE;WS1617;FB02;1802;43432;42296;304;2577
HAM;SS16;FB02;2264;40190;40486;298;2899
HAM;SS15;FB02;1658;35076;39632;303;2629
HAM;SS18;FB02;1839;35047;44938;307;2798
HAM;WS1516;FB02;1721;37281;37781;299;3040
HAM;WS1415;FB02;2315;42144;38807;318;2937
HAM;WS1718;FB02;2032;36880;39270;288;3108
HAM;WS1617;FB02;2195;37842;43643;291;3295
HES;SS18;FB02;1658;44414;43733;313;2875
HES;SS17;FB02;1685;42041;37427;311;2560
HES;WS1516;FB02;2217;36788;41400;324;3164
HES;WS1415;FB02;1671;40423;38624;288;3408
HES;WS1718;FB02;2206;38891;39700;316;2540
HES;WS1617;FB02;2339;40692;38900;311;2703
MVP;WS1617;FB02;1977;43364;39436;289;3049
MVP;WS1516;FB02;1881;42361;42953;284;2950
MVP;WS1415;FB02;2287;38927;35718;300;3298
NDS;WS1516;FB02;2268;38660;35251;292;2933
NDS;WS1415;FB02;2085;35273;35920;284;3348
NRW;SS17;FB02;1930;44884;38787;314;3488
NRW;SS16;FB02;2114;40959;38567;296;2896
NRW;SS15;FB02;2209;39212;43199;316;3363
NRW;WS1718;FB02;2035;39890;41975;297;3189
NRW;WS1617;FB02;1812;38384;43736;279;2984
NRW;WS1415;FB02;1729;43473;35798;296;2971
RPF;SS18;FB02;2150;42487;36630;288;2761
RPF;SS17;FB02;2091;44643;42566;297;3236
RPF;SS16;FB02;1925;44837;43414;294;3420
RPF;SS15;FB02;1926;40880;38518;275;2978
RPF;WS1718;FB02;2106;35472;40300;278;2850
RPF;WS1617;FB02;2267;41203;40613;281;3112
RPF;WS1516;FB02;1791;39689;38041;305;3242
RPF;WS1415;FB02;2020;35709;40499;319;3019
SAA;SS18;FB02;2085;35273;35920;284;3348
SAA;SS17;FB02;2200;39732;36197;308;2811
SAA;SS16;FB02;2114;40959;38567;296;2896
SAA;SS15;FB02;2331;39238;36972;309;3029
SAA;WS1718;FB02;2184;38771;43877;309;2878
SAA;WS1617;FB02;1664;38471;44469;290;2644
SAA;WS1516;FB02;1995;42270;41705;275;3345
SAA;WS1415;FB02;1892;42372;38313;310;2647
SAC;SS16;FB02;2091;44643;42566;297;3236
SAC;SS15;FB02;1913;39506;41689;282;2721
SAC;WS1718;FB02;1788;41821;37427;280;3475
SAC;WS1617;FB02;2246;40437;37714;324;3207
SAC;WS1516;FB02;1676;35931;36448;275;2938
SAC;WS1415;FB02;2267;41203;40613;281;3112
SAN;SS18;FB02;1859;38336;43580;279;2998
SAN;SS17;FB02;2268;38660;35251;292;2933
SAN;WS1617;FB02;2027;44205;35098;320;3335
SAN;WS1516;FB02;1879;41085;43455;303;3094
SAN;WS1415;FB02;2180;37172;36738;304;3374
SHL;SS18;FB02;1986;38621;37892;312;3196
SHL;SS17;FB02;2035;39890;41975;297;3189
SHL;SS16;FB02;1812;38384;43736;279;2984
SHL;SS15;FB02;1666;39281;38738;299;3215
SHL;WS1718;FB02;1947;38215;42262;288;2953
SHL;WS1617;FB02;1747;40138;44255;323;3021
SHL;WS1516;FB02;1868;37749;38641;318;2765
SHL;WS1415;FB02;2060;44563;37121;318;2608
THU;SS18;FB02;1890;35216;37488;319;3355
THU;SS17;FB02;1796;44849;38824;297;2600
THU;SS16;FB02;2045;44459;36665;287;2860
THU;SS15;FB02;2110;35208;42777;289;3023
THU;WS1718;FB02;1970;41195;43106;301;3259
THU;WS1617;FB02;1930;44884;38787;314;3488
THU;WS1516;FB02;2114;40959;38567;296;2896
THU;WS1415;FB02;2331;39238;36972;309;3029
SAN;WS1415;FB03;2184;38771;43877;309;2878
SHL;SS17;FB03;2113;43235;39841;292;2530
SHL;SS15;FB03;1892;42372;38313;310;2647
SHL;WS1516;FB03;1926;40880;38518;275;2978
SHL;WS1415;FB03;1788;41821;37427;280;3475
BAW;SS15;FB04;2017;42846;41453;302;2673
BAW;WS1617;FB04;1653;41864;41793;276;3048
BAY;SS16;FB04;2024;40946;39426;316;2857
BAY;SS18;FB04;2212;41894;35022;277;3029
BAY;SS17;FB04;2035;40899;44125;281;2790
BAY;WS1516;FB04;2114;43341;39855;308;2810
BAY;WS1415;FB04;2175;41094;39843;289;2939
BAY;WS1718;FB04;2023;40399;35490;296;2569
BAY;WS1617;FB04;1908;42438;42244;296;3350
BER;SS16;FB04;2297;43099;36493;300;3044
BER;SS15;FB04;2328;43413;35318;276;3356
BER;SS18;FB04;2067;37507;43590;295;3331
BER;SS17;FB04;1982;42653;37684;277;3191
BER;WS1516;FB04;1873;35569;41302;306;2899
BER;WS1415;FB04;2040;43090;44106;306;2785
BER;WS1718;FB04;1925;41982;42312;324;3121
BER;WS1617;FB04;2040;36109;44262;299;2956
BRA;SS16;FB04;1852;36848;41427;313;2641
BRA;SS15;FB04;1757;43400;44612;306;3005
BRA;SS18;FB04;1963;36254;35034;286;2558
BRA;SS17;FB04;2277;35668;37602;324;3262
BRA;WS1516;FB04;1985;44318;35234;311;3097
BRA;WS1415;FB04;2201;37099;36991;303;3439
BRA;WS1718;FB04;2274;38853;39502;313;2621
BRA;WS1617;FB04;1833;38005;38601;307;2964
BRE;SS16;FB04;1708;40818;44406;295;2611
BRE;SS15;FB04;1979;42989;35042;284;2858
BRE;SS18;FB04;2016;37417;41941;277;2868
BRE;SS17;FB04;2121;43743;36962;310;3353
BRE;WS1516;FB04;1858;40237;38640;276;3089
BRE;WS1415;FB04;2030;43198;44030;297;3435
BRE;WS1718;FB04;1781;37629;36735;312;3369
BRE;WS1617;FB04;1802;43432;42296;304;2577
HAM;SS16;FB04;2264;40190;40486;298;2899
HAM;SS15;FB04;1658;35076;39632;303;2629
HAM;SS18;FB04;1839;35047;44938;307;2798
HAM;WS1516;FB04;1721;37281;37781;299;3040
HAM;WS1415;FB04;2315;42144;38807;318;2937
HAM;WS1718;FB04;2032;36880;39270;288;3108
HAM;WS1617;FB04;2195;37842;43643;291;3295
HES;SS18;FB04;1658;44414;43733;313;2875
HES;SS17;FB04;1685;42041;37427;311;2560
HES;WS1516;FB04;2217;36788;41400;324;3164
HES;WS1415;FB04;1671;40423;38624;288;3408
HES;WS1718;FB04;2206;38891;39700;316;2540
HES;WS1617;FB04;2339;40692;38900;311;2703
MVP;WS1617;FB04;2150;42487;36630;288;2761
MVP;WS1516;FB04;1947;38215;42262;288;2953
MVP;WS1415;FB04;1747;40138;44255;323;3021
NDS;SS16;FB04;1735;39723;38693;294;3046
NDS;SS15;FB04;1676;35931;36448;275;2938
NDS;WS1516;FB04;2020;35709;40499;319;3019
NDS;WS1415;FB04;2085;35273;35920;284;3348
NRW;SS18;FB04;1886;41891;40488;277;3213
NRW;SS17;FB04;1875;44193;35879;288;3344
NRW;SS16;FB04;2311;42350;37587;286;2727
NRW;SS15;FB04;2209;39212;43199;316;3363
NRW;WS1718;FB04;1664;38471;44469;290;2644
NRW;WS1617;FB04;1995;42270;41705;275;3345
NRW;WS1516;FB04;1666;39281;38738;299;3215
NRW;WS1415;FB04;1711;37283;44424;301;3390
RPF;SS18;FB04;2004;38979;40684;294;2620
RPF;SS16;FB04;1913;39506;41689;282;2721
RPF;SS15;FB04;1947;43825;36566;305;3097
RPF;WS1718;FB04;1676;35931;36448;275;2938
RPF;WS1617;FB04;2267;41203;40613;281;3112
RPF;WS1415;FB04;2298;39853;38577;297;3034
SAA;SS18;FB04;2085;35273;35920;284;3348
SAA;SS17;FB04;1659;42909;37003;319;2537
SAA;WS1718;FB04;1986;38621;37892;312;3196
SAA;WS1617;FB04;2113;43235;39841;292;2530
SAA;WS1516;FB04;1995;42270;41705;275;3345
SAA;WS1415;FB04;1666;39281;38738;299;3215
SAC;SS17;FB04;2004;38979;40684;294;2620
SAC;SS16;FB04;2091;44643;42566;297;3236
SAC;SS15;FB04;1878;42386;35165;313;2844
SAC;WS1718;FB04;2060;44563;37121;318;2608
SAC;WS1617;FB04;1890;35216;37488;319;3355
SAC;WS1516;FB04;1926;42894;43383;281;3446
SAN;SS18;FB04;1791;39689;38041;305;3242
SAN;SS17;FB04;2020;35709;40499;319;3019
SAN;SS16;FB04;2325;42910;41496;305;3102
SAN;SS15;FB04;2085;35273;35920;284;3348
SAN;WS1617;FB04;2114;40959;38567;296;2896
SAN;WS1516;FB04;1776;38942;41169;292;3149
SAN;WS1415;FB04;2065;39140;37918;276;2977
SHL;SS17;FB04;1664;38471;44469;290;2644
SHL;SS16;FB04;1995;42270;41705;275;3345
SHL;SS15;FB04;1666;39281;38738;299;3215
SHL;WS1617;FB04;1747;40138;44255;323;3021
SHL;WS1516;FB04;1926;40880;38518;275;2978
SHL;WS1415;FB04;2060;44563;37121;318;2608
THU;SS18;FB04;2106;35472;40300;278;2850
THU;SS17;FB04;2091;40223;43717;309;3063
THU;SS16;FB04;1859;38336;43580;279;2998
THU;WS1718;FB04;1970;41195;43106;301;3259
THU;WS1617;FB04;1930;44884;38787;314;3488
THU;WS1516;FB04;2114;40959;38567;296;2896
THU;WS1415;FB04;1776;38942;41169;292;3149
SAN;SS18;FB05;2110;35208;42777;289;3023
SAN;SS17;FB05;2268;38660;35251;292;2933
SAN;SS16;FB05;2325;42910;41496;305;3102
SHL;SS18;FB05;1722;42394;38071;294;2940
SHL;SS17;FB05;2137;42154;37858;308;3472
SHL;SS16;FB05;1892;42372;38313;310;2647
SHL;WS1718;FB05;2287;38927;35718;300;3298
SHL;WS1617;FB05;1878;42386;35165;313;2844
SHL;WS1516;FB05;1788;41821;37427;280;3475
SHL;WS1415;FB05;2246;40437;37714;324;3207
THU;SS18;FB05;1926;42894;43383;281;3446
THU;SS17;FB05;2057;39587;36843;281;3446
THU;SS16;FB05;2161;35633;43646;314;3171
THU;WS1718;FB05;1886;41891;40488;277;3213
THU;WS1617;FB05;1659;42909;37003;319;2537
THU;WS1516;FB05;2027;44205;35098;320;3335
BAW;SS16;FB14;2213;38262;38309;301;3467
BAW;SS15;FB14;2017;42846;41453;302;2673
BAW;SS18;FB14;1984;40863;40275;323;2637
BAW;SS17;FB14;2293;37093;36316;276;2531
BAW;WS1516;FB14;2170;40154;43802;291;3471
BAW;WS1415;FB14;2236;36852;37330;306;2576
BAW;WS1718;FB14;1750;41800;41100;288;3190
BAW;WS1617;FB14;1653;41864;41793;276;3048
BAY;SS16;FB14;2024;40946;39426;316;2857
BAY;SS15;FB14;2282;42413;35659;302;3279
BAY;SS18;FB14;2212;41894;35022;277;3029
BAY;SS17;FB14;2035;40899;44125;281;2790
BAY;WS1516;FB14;2114;43341;39855;308;2810
BAY;WS1415;FB14;2175;41094;39843;289;2939
BAY;WS1718;FB14;2023;40399;35490;296;2569
BAY;WS1617;FB14;1908;42438;42244;296;3350
BER;SS16;FB14;2297;43099;36493;300;3044
BER;SS18;FB14;2067;37507;43590;295;3331
BER;SS17;FB14;1982;42653;37684;277;3191
BER;WS1516;FB14;1873;35569;41302;306;2899
BER;WS1415;FB14;2040;43090;44106;306;2785
BER;WS1718;FB14;1925;41982;42312;324;3121
BER;WS1617;FB14;2040;36109;44262;299;2956
BRA;SS16;FB14;1852;36848;41427;313;2641
BRA;SS15;FB14;1757;43400;44612;306;3005
BRA;SS18;FB14;1963;36254;35034;286;2558
BRA;SS17;FB14;2277;35668;37602;324;3262
BRA;WS1516;FB14;1985;44318;35234;311;3097
BRA;WS1415;FB14;2201;37099;36991;303;3439
BRA;WS1617;FB14;1833;38005;38601;307;2964
BRE;SS16;FB14;1708;40818;44406;295;2611
BRE;SS15;FB14;1979;42989;35042;284;2858
BRE;SS18;FB14;2016;37417;41941;277;2868
BRE;SS17;FB14;2121;43743;36962;310;3353
BRE;WS1516;FB14;1858;40237;38640;276;3089
BRE;WS1415;FB14;2030;43198;44030;297;3435
BRE;WS1617;FB14;1802;43432;42296;304;2577
HAM;SS16;FB14;2264;40190;40486;298;2899
HAM;SS15;FB14;1658;35076;39632;303;2629
HAM;SS18;FB14;1839;35047;44938;307;2798
HAM;SS17;FB14;1934;42785;41592;282;2889
HAM;WS1516;FB14;1721;37281;37781;299;3040
HAM;WS1415;FB14;2315;42144;38807;318;2937
HAM;WS1718;FB14;2032;36880;39270;288;3108
HAM;WS1617;FB14;2195;37842;43643;291;3295
HES;SS16;FB14;2278;35694;39970;277;2670
HES;SS15;FB14;1671;37285;39680;318;2648
HES;SS18;FB14;1658;44414;43733;313;2875
HES;SS17;FB14;1685;42041;37427;311;2560
HES;WS1516;FB14;2217;36788;41400;324;3164
HES;WS1415;FB14;1671;40423;38624;288;3408
HES;WS1718;FB14;2206;38891;39700;316;2540
HES;WS1617;FB14;2339;40692;38900;311;2703
MVP;SS18;FB14;2065;35553;39433;318;2818
MVP;SS17;FB14;1986;38621;37892;312;3196
NDS;SS18;FB14;1878;42386;35165;313;2844
NDS;SS17;FB14;1947;43825;36566;305;3097
NDS;SS16;FB14;2246;40437;37714;324;3207
NRW;SS18;FB14;1659;42909;37003;319;2537
NRW;SS17;FB14;2027;44205;35098;320;3335
NRW;SS16;FB14;1879;41085;43455;303;3094
NRW;SS15;FB14;2065;39140;37918;276;2977
NRW;WS1718;FB14;2262;35539;40490;279;2881
NRW;WS1617;FB14;2140;42933;37838;280;3376
NRW;WS1516;FB14;1666;39281;38738;299;3215
NRW;WS1415;FB14;1844;36008;44536;300;2945
RPF;SS18;FB14;1947;38215;42262;288;2953
RPF;SS16;FB14;1868;37749;38641;318;2765
RPF;SS15;FB14;1788;41821;37427;280;3475
RPF;WS1718;FB14;2034;42358;44423;297;2530
RPF;WS1617;FB14;2057;39587;36843;281;3446
RPF;WS1516;FB14;2110;35208;42777;289;3023
RPF;WS1415;FB14;2325;42910;41496;305;3102
SAA;SS18;FB14;2142;38294;35125;324;3147
SAA;SS17;FB14;1875;44193;35879;288;3344
SAA;WS1718;FB14;1722;42394;38071;294;2940
SAA;WS1617;FB14;2137;42154;37858;308;3472
SAA;WS1516;FB14;2140;42933;37838;280;3376
SAA;WS1415;FB14;1729;43473;35798;296;2971
SAC;SS17;FB14;1881;42361;42953;284;2950
SAC;SS16;FB14;1747;40138;44255;323;3021
SAC;SS15;FB14;1868;37749;38641;318;2765
SAC;WS1718;FB14;1923;43131;39139;295;2724
SAC;WS1617;FB14;2106;35472;40300;278;2850
SAC;WS1516;FB14;1796;44849;38824;297;2600
SAN;SS18;FB14;2161;35633;43646;314;3171
SAN;SS17;FB14;2228;35563;44015;301;2933
SAN;SS16;FB14;1914;38816;38864;303;2520
SAN;SS15;FB14;2142;38294;35125;324;3147
SAN;WS1617;FB14;2311;42350;37587;286;2727
SAN;WS1516;FB14;2209;39212;43199;316;3363
SAN;WS1415;FB14;2065;35553;39433;318;2818
SHL;SS17;FB14;2262;35539;40490;279;2881
SHL;SS16;FB14;2140;42933;37838;280;3376
SHL;SS15;FB14;1711;37283;44424;301;3390
SHL;WS1617;FB14;1913;39506;41689;282;2721
SHL;WS1516;FB14;1996;41288;39610;296;3118
SHL;WS1415;FB14;1735;39723;38693;294;3046
THU;SS18;FB14;1676;35931;36448;275;2938
THU;SS17;FB14;1984;41595;42896;288;2589
THU;SS16;FB14;1848;39432;36540;287;2956
THU;WS1718;FB14;2200;39732;36197;308;2811
THU;WS1617;FB14;1875;44193;35879;288;3344
THU;WS1516;FB14;2311;42350;37587;286;2727
THU;WS1415;FB14;2209;39212;43199;316;3363
BAW;SS16;FB07;2213;38262;38309;301;3467
BAW;SS15;FB07;2017;42846;41453;302;2673
BAW;SS18;FB07;1984;40863;40275;323;2637
BAW;SS17;FB07;2293;37093;36316;276;2531
BAW;WS1516;FB07;2170;40154;43802;291;3471
BAW;WS1415;FB07;2236;36852;37330;306;2576
BAW;WS1718;FB07;1750;41800;41100;288;3190
BAW;WS1617;FB07;1653;41864;41793;276;3048
BAY;SS16;FB07;2024;40946;39426;316;2857
BAY;SS15;FB07;2282;42413;35659;302;3279
BAY;SS18;FB07;2212;41894;35022;277;3029
BAY;SS17;FB07;2035;40899;44125;281;2790
BAY;WS1516;FB07;2114;43341;39855;308;2810
BAY;WS1415;FB07;2175;41094;39843;289;2939
BAY;WS1718;FB07;2023;40399;35490;296;2569
BAY;WS1617;FB07;1908;42438;42244;296;3350
BER;SS16;FB07;2297;43099;36493;300;3044
BER;SS18;FB07;2067;37507;43590;295;3331
BER;SS17;FB07;1982;42653;37684;277;3191
BER;WS1516;FB07;1873;35569;41302;306;2899
BER;WS1415;FB07;2040;43090;44106;306;2785
BER;WS1718;FB07;1925;41982;42312;324;3121
BER;WS1617;FB07;2040;36109;44262;299;2956
BRA;SS16;FB07;1852;36848;41427;313;2641
BRA;SS15;FB07;1757;43400;44612;306;3005
BRA;SS18;FB07;1963;36254;35034;286;2558
BRA;SS17;FB07;2277;35668;37602;324;3262
BRA;WS1516;FB07;1985;44318;35234;311;3097
BRA;WS1415;FB07;2201;37099;36991;303;3439
BRA;WS1617;FB07;1833;38005;38601;307;2964
BRE;SS16;FB07;1708;40818;44406;295;2611
BRE;SS15;FB07;1979;42989;35042;284;2858
BRE;SS18;FB07;2016;37417;41941;277;2868
BRE;SS17;FB07;2121;43743;36962;310;3353
BRE;WS1516;FB07;1858;40237;38640;276;3089
BRE;WS1415;FB07;2030;43198;44030;297;3435
BRE;WS1617;FB07;1802;43432;42296;304;2577
HAM;SS16;FB07;2264;40190;40486;298;2899
HAM;SS15;FB07;1658;35076;39632;303;2629
HAM;SS18;FB07;1839;35047;44938;307;2798
HAM;SS17;FB07;1934;42785;41592;282;2889
HAM;WS1516;FB07;1721;37281;37781;299;3040
HAM;WS1415;FB07;2315;42144;38807;318;2937
HAM;WS1718;FB07;2032;36880;39270;288;3108
HAM;WS1617;FB07;2195;37842;43643;291;3295
HES;SS16;FB07;2278;35694;39970;277;2670
HES;SS15;FB07;1671;37285;39680;318;2648
HES;SS18;FB07;1658;44414;43733;313;2875
HES;SS17;FB07;1685;42041;37427;311;2560
HES;WS1516;FB07;2217;36788;41400;324;3164
HES;WS1415;FB07;1671;40423;38624;288;3408
HES;WS1718;FB07;2206;38891;39700;316;2540
HES;WS1617;FB07;2339;40692;38900;311;2703
BAW;SS15;FB11;2017;42846;41453;302;2673
BAW;WS1617;FB11;1653;41864;41793;276;3048
BAY;SS16;FB11;2024;40946;39426;316;2857
BAY;SS18;FB11;2212;41894;35022;277;3029
BAY;SS17;FB11;2035;40899;44125;281;2790
BAY;WS1516;FB11;2114;43341;39855;308;2810
BAY;WS1415;FB11;2175;41094;39843;289;2939
BAY;WS1718;FB11;2023;40399;35490;296;2569
BAY;WS1617;FB11;1908;42438;42244;296;3350
BER;SS16;FB11;2297;43099;36493;300;3044
BER;SS15;FB11;2328;43413;35318;276;3356
BER;SS18;FB11;2067;37507;43590;295;3331
BER;SS17;FB11;1982;42653;37684;277;3191
BER;WS1516;FB11;1873;35569;41302;306;2899
BER;WS1415;FB11;2040;43090;44106;306;2785
BER;WS1718;FB11;1925;41982;42312;324;3121
BER;WS1617;FB11;2040;36109;44262;299;2956
BRA;SS16;FB11;1852;36848;41427;313;2641
BRA;SS15;FB11;1757;43400;44612;306;3005
BRA;SS18;FB11;1963;36254;35034;286;2558
BRA;SS17;FB11;2277;35668;37602;324;3262
BRA;WS1516;FB11;1985;44318;35234;311;3097
BRA;WS1415;FB11;2201;37099;36991;303;3439
BRA;WS1718;FB11;2274;38853;39502;313;2621
BRA;WS1617;FB11;1833;38005;38601;307;2964
BRE;SS16;FB11;1708;40818;44406;295;2611
BRE;SS15;FB11;1979;42989;35042;284;2858
BRE;SS18;FB11;2016;37417;41941;277;2868
BRE;SS17;FB11;2121;43743;36962;310;3353
BRE;WS1516;FB11;1858;40237;38640;276;3089
BRE;WS1415;FB11;2030;43198;44030;297;3435
BRE;WS1718;FB11;1781;37629;36735;312;3369
BRE;WS1617;FB11;1802;43432;42296;304;2577
HAM;SS16;FB11;2264;40190;40486;298;2899
HAM;SS15;FB11;1658;35076;39632;303;2629
HAM;SS18;FB11;1839;35047;44938;307;2798
HAM;WS1516;FB11;1721;37281;37781;299;3040
HAM;WS1415;FB11;2315;42144;38807;318;2937
HAM;WS1718;FB11;2032;36880;39270;288;3108
HAM;WS1617;FB11;2195;37842;43643;291;3295
HES;SS18;FB11;1658;44414;43733;313;2875
HES;SS17;FB11;1685;42041;37427;311;2560
HES;WS1516;FB11;2217;36788;41400;324;3164
HES;WS1415;FB11;1671;40423;38624;288;3408
HES;WS1718;FB11;2206;38891;39700;316;2540
HES;WS1617;FB11;2339;40692;38900;311;2703
MVP;WS1718;FB11;1729;43473;35798;296;2971
MVP;WS1617;FB11;2150;42487;36630;288;2761
NDS;WS1718;FB11;2057;39587;36843;281;3446
NDS;WS1617;FB11;2045;44459;36665;287;2860
NRW;SS18;FB11;1886;41891;40488;277;3213
NRW;SS17;FB11;1875;44193;35879;288;3344
NRW;SS16;FB11;2311;42350;37587;286;2727
NRW;SS15;FB11;2209;39212;43199;316;3363
NRW;WS1718;FB11;1664;38471;44469;290;2644
NRW;WS1617;FB11;1812;38384;43736;279;2984
NRW;WS1516;FB11;1892;42372;38313;310;2647
NRW;WS1415;FB11;1729;43473;35798;296;2971
RPF;SS18;FB11;2004;38979;40684;294;2620
